movie_title,genres,title_year,imdb_score,imdb_rating,country,budget,gross,director_name,
Fido ,Comedy,2006,6.8,7,Canada,8000000,298110,Andrew Currie,
The Wendell Baker Story ,Comedy,2005,5.5,6,USA,8000000,127144,Andrew Wilson,
Wild Target ,Action,2010,6.9,7,UK,8000000,117190,Jonathan Lynn,
Pathology ,Crime,2008,6,6,USA,8000000,108662,Marc Schölermann,
10th & Wolf ,Crime,2006,6.4,6,USA,8000000,53481,Robert Moresco,
Dear Wendy ,Comedy,2004,6.6,7,Italy,50000000,23106,Thomas Vinterberg,
Aloft ,Drama,2014,5.3,5,Spain,8000000,52961,Claudia Llosa,
Imagine Me & You ,Comedy,2005,6.9,7,UK,7900000,671240,Ol Parker,
The Blood of Heroes ,Action,1989,6.5,7,Australia,10000000,882290,David Webb Peoples,
Driving Miss Daisy ,Comedy,1989,7.4,7,USA,7500000,106593296,Bruce Beresford,
Soul Food ,Comedy,1997,6.9,7,USA,7500000,43490057,George Tillman Jr.,
Rumble in the Bronx ,Action,1995,6.7,7,Hong Kong,7500000,32333860,Stanley Tong,
Thank You for Smoking ,Comedy,2005,7.6,8,USA,6500000,24792061,Jason Reitman,
Hostel: Part II ,Horror,2007,5.4,5,USA,10000000,17544812,Eli Roth,
An Education ,Drama,2009,7.3,7,UK,4500000,12574715,Lone Scherfig,
The Hotel New Hampshire ,Comedy,1984,6,6,UK,7500000,5100000,Tony Richardson,
Narc ,Crime,2002,7.2,7,USA,7500000,10460089,Joe Carnahan,
Men with Brooms ,Comedy,2002,6,6,Canada,7500000,4239767,Paul Gross,
Witless Protection ,Comedy,2008,3.1,3,USA,7500000,4131640,Charles Robert Carner,
The Work and the Glory ,Drama,2004,6.9,7,USA,7500000,3347439,Russell Holt,
Extract ,Comedy,2009,6.2,6,USA,8000000,10814185,Mike Judge,
Alias Betty ,Comedy,2001,6.9,7,France,50000000,206400,Claude Miller,
Code 46 ,Drama,2003,6.3,6,UK,7500000,197148,Michael Winterbottom,
Crash ,Crime,2004,7.9,8,Germany,6500000,54557348,Paul Haggis,
Albert Nobbs ,Drama,2011,6.7,7,UK,8000000,3014541,Rodrigo García,
Ta Ra Rum Pum ,Comedy,2007,5.4,5,USA,6000000,872643,Siddharth Anand,
Persepolis ,Animation,2007,8,8,France,7300000,4443403,Vincent Paronnaud,
The Neon Demon ,Horror,2016,7,7,France,7000000,1330827,Nicolas Winding Refn,
Harry Brown ,Action,2009,7.2,7,UK,7300000,1818681,Daniel Barber,
Spider-Man 3 ,Action,2007,6.2,6,USA,258000000,336530303,Sam Raimi,
The Omega Code ,Action,1999,3.5,4,USA,7500000,12610552,Robert Marcarelli,
Juno ,Comedy,2007,7.5,8,USA,7500000,143492840,Jason Reitman,
Diamonds Are Forever ,Action,1971,6.7,7,UK,7200000,43800000,Guy Hamilton,
The Godfather ,Crime,1972,9.2,9,USA,6000000,134821952,Francis Ford Coppola,
Flashdance ,Drama,1983,6.1,6,USA,4000000,94900000,Adrian Lyne,
500 Days of Summer ,Comedy,2009,7.7,8,USA,7500000,32391374,Marc Webb,
The Piano ,Drama,1993,7.6,8,New Zealand,7000000,40158000,Jane Campion,
Magic Mike ,Comedy,2012,6.1,6,USA,7000000,113709992,Steven Soderbergh,
Darkness Falls ,Horror,2003,4.9,5,USA,11000000,32131483,Jonathan Liebesman,
Live and Let Die ,Action,1973,6.8,7,UK,7000000,35400000,Guy Hamilton,
My Dog Skip ,Drama,2000,7,7,USA,5000000,34099640,Jay Russell,
Jumping the Broom ,Comedy,2011,5.7,6,USA,6600000,37295394,Salim Akil,
The Great Gatsby ,Drama,2013,7.3,7,Australia,105000000,144812796,Baz Luhrmann,
"Good Night, and Good Luck. ",Biography,2005,7.5,8,USA,7500000,31501218,George Clooney,
Capote ,Biography,2005,7.4,7,Canada,7000000,28747570,Bennett Miller,
Desperado ,Action,1995,7.2,7,USA,7000000,25625110,Robert Rodriguez,
The Claim ,Drama,2000,6.5,7,UK,20000000,403932,Michael Winterbottom,
Logan's Run ,Action,1976,6.8,7,USA,9000000,25000000,Michael Anderson,
The Man with the Golden Gun ,Action,1974,6.8,7,UK,13000000,21000000,Guy Hamilton,
Action Jackson ,Action,1988,5.2,5,USA,7000000,20257000,Craig R. Baxley,
The Descent ,Adventure,2005,7.2,7,UK,3500000,26005908,Neil Marshall,
Devil's Due ,Horror,2014,4,4,USA,7000000,15818967,Matt Bettinelli-Olpin,
Flirting with Disaster ,Comedy,1996,6.8,7,USA,7000000,14891000,David O. Russell,
The Devil's Rejects ,Crime,2005,6.9,7,USA,7000000,16901126,Rob Zombie,
Dope ,Comedy,2015,7.3,7,USA,7000000,17474107,Rick Famuyiwa,
In Too Deep ,Crime,1999,6.1,6,USA,7000000,14003141,Michael Rymer,
Skyfall ,Action,2012,7.8,8,UK,200000000,304360277,Sam Mendes,
House of 1000 Corpses ,Horror,2003,6,6,USA,7000000,12583510,Rob Zombie,
A Serious Man ,Comedy,2009,7,7,USA,7000000,9190525,Ethan Coen,
Get Low ,Drama,2009,7.1,7,USA,7500000,9176553,Aaron Schneider,
Warlock ,Action,1989,6.2,6,USA,7000000,9094451,Steve Miner,
Beyond the Lights ,Drama,2014,6.9,7,USA,7000000,14612840,Gina Prince-Bythewood,
A Single Man ,Drama,2009,7.6,8,USA,7000000,9166863,Tom Ford,
The Last Temptation of Christ ,Drama,1988,7.6,8,USA,7000000,8373585,Martin Scorsese,
Outside Providence ,Comedy,1999,6.4,6,USA,7000000,7292175,Michael Corrente,
Bride & Prejudice ,Comedy,2004,6.2,6,UK,7000000,6601079,Gurinder Chadha,
Rabbit-Proof Fence ,Adventure,2002,7.5,8,Australia,6000000,6165429,Phillip Noyce,
Who's Your Caddy? ,Comedy,2007,2,2,USA,7000000,5694308,Don Michael Paul,
Split Second ,Action,1992,6.2,6,UK,7000000,5430822,Tony Maylam,
The Other Side of Heaven ,Adventure,2001,6.5,7,USA,7000000,4720371,Mitch Davis,
Veer-Zaara ,Drama,2004,7.9,8,India,7000000,2921738,Yash Chopra,
Redbelt ,Drama,2008,6.8,7,USA,7000000,2344847,David Mamet,
Cyrus ,Comedy,2010,6.3,6,USA,7000000,7455447,Jay Duplass,
A Dog of Flanders ,Drama,1999,6.3,6,USA,7000000,2148212,Kevin Brodie,
Auto Focus ,Biography,2002,6.6,7,USA,7000000,2062066,Paul Schrader,
Factory Girl ,Biography,2006,6.4,6,USA,7000000,1654367,George Hickenlooper,
We Need to Talk About Kevin ,Drama,2011,7.5,8,UK,7000000,1738692,Lynne Ramsay,
The Mighty Macs ,Drama,2009,6.5,7,USA,7000000,1889522,Tim Chambers,
Mother and Child ,Drama,2009,7.2,7,USA,4825000,1110286,Rodrigo García,
March or Die ,Adventure,1977,6.3,6,UK,9000000,1000000,Dick Richards,
Les visiteurs ,Comedy,1993,7,7,France,50000000,700000,Jean-Marie Poiré,
Somewhere ,Comedy,2010,6.3,6,USA,7000000,1768416,Sofia Coppola,
Chairman of the Board ,Comedy,1998,2.3,2,USA,10000000,306715,Alex Zamm,
Hesher ,Drama,2010,7.1,7,USA,7000000,382946,Spencer Susser,
Gerry ,Adventure,2002,6.2,6,USA,3500000,236266,Gus Van Sant,
The Heart of Me ,Drama,2002,6.7,7,UK,7000000,196067,Thaddeus O'Sullivan,
Freeheld ,Biography,2015,6.5,7,USA,7000000,532988,Peter Sollett,
The Extra Man ,Comedy,2010,5.9,6,USA,7000000,453079,Shari Springer Berman,
Ca$h ,Comedy,2010,6,6,USA,7000000,46451,Stephen Milburn Anderson,
Wah-Wah ,Drama,2005,6.9,7,UK,7000000,233103,Richard E. Grant,
Pale Rider ,Western,1985,7.3,7,USA,6900000,41400000,Clint Eastwood,0
Dazed and Confused ,Comedy,1993,7.7,8,USA,6900000,7993039,Richard Linklater,
Aimee & Jaguar ,Biography,1999,7.3,7,Germany,15000000,927107,Max Färberböck,
The Chumscrubber ,Comedy,2005,7,7,USA,6800000,49526,Arie Posin,
Shade ,Crime,2003,6.4,6,USA,6800000,10696,Damian Nieman,
House at the End of the Street ,Drama,2012,5.6,6,Canada,6900000,31607598,Mark Tonderai,
Incendies ,Drama,2010,8.2,8,Canada,6800000,6857096,Denis Villeneuve,
"Remember Me, My Love ",Comedy,2003,6.5,7,Italy,5000000,223878,Gabriele Muccino,
Elite Squad ,Action,2007,8.1,8,Brazil,4000000,8060,José Padilha,
Annabelle ,Horror,2014,5.4,5,USA,6500000,84263837,John R. Leonetti,
Bran Nue Dae ,Comedy,2009,6.3,6,Australia,6500000,110029,Rachel Perkins,
Boyz n the Hood ,Crime,1991,7.8,8,USA,6000000,57504069,John Singleton,
La Bamba ,Biography,1987,6.8,7,USA,6500000,54215416,Luis Valdez,
Dressed to Kill ,Mystery,1980,7.1,7,USA,6500000,31899000,Brian De Palma,0
The Adventures of Huck Finn ,Adventure,1993,6.2,6,USA,6500000,24103594,Stephen Sommers,
Go ,Comedy,1999,7.3,7,USA,6500000,16842303,Doug Liman,
Friends with Money ,Comedy,2006,5.9,6,USA,6500000,13367101,Nicole Holofcener,
Bats ,Horror,1999,3.6,4,USA,6500000,10149779,Louis Morneau,
Nowhere in Africa ,Biography,2001,7.7,8,Germany,7000000,6173485,Caroline Link,
Shame ,Drama,2011,7.3,7,UK,6500000,4000304,Steve McQueen,
Layer Cake ,Crime,2004,7.4,7,UK,4000000,2338695,Matthew Vaughn,
The Work and the Glory II: American Zion ,Drama,2005,6.6,7,USA,6500000,2024854,Sterling Van Wagenen,
The East ,Drama,2013,6.9,7,UK,6500000,2268296,Zal Batmanglij,
A Home at the End of the World ,Drama,2004,6.8,7,USA,6500000,1029017,Michael Mayer,
Aberdeen ,Drama,2000,7.3,7,UK,6500000,64148,Hans Petter Moland,
The Messenger ,Drama,2009,7.2,7,USA,6500000,66637,Oren Moverman,
Control ,Biography,2007,7.7,8,UK,4500000,871577,Anton Corbijn,
The Terminator ,Action,1984,8.1,8,UK,6500000,38400000,James Cameron,
Good Bye Lenin! ,Drama,2003,7.7,8,Germany,4800000,4063859,Wolfgang Becker,
The Damned United ,Biography,2009,7.6,8,UK,10000000,449558,Tom Hooper,
Mallrats ,Comedy,1995,7.2,7,USA,6000000,2122561,Kevin Smith,
Grease ,Musical,1978,7.2,7,USA,6000000,181360000,Randal Kleiser,0
Platoon ,Drama,1986,8.1,8,UK,6000000,137963328,Oliver Stone,
Fahrenheit 9/11 ,Documentary,2004,7.5,8,USA,6000000,119078393,Michael Moore,0
Butch Cassidy and the Sundance Kid ,Biography,1969,8.1,8,USA,6000000,102308900,George Roy Hill,
Mary Poppins ,Comedy,1964,7.8,8,USA,6000000,102300000,Robert Stevenson,
Ordinary People ,Drama,1980,7.8,8,USA,6000000,54800000,Robert Redford,
Around the World in 80 Days ,Action,2004,5.8,6,USA,110000000,24004159,Frank Coraci,
West Side Story ,Crime,1961,7.6,8,USA,6000000,43650000,Jerome Robbins,
Caddyshack ,Comedy,1980,7.4,7,USA,6000000,39800000,Harold Ramis,
The Brothers ,Comedy,2001,6.3,6,USA,6000000,27457409,Gary Hardwick,
The Wood ,Comedy,1999,6.9,7,USA,6000000,25047631,Rick Famuyiwa,
The Usual Suspects ,Crime,1995,8.6,9,USA,6000000,23272306,Bryan Singer,
A Nightmare on Elm Street 5: The Dream Child ,Fantasy,1989,5.1,5,USA,8000000,22168359,Stephen Hopkins,0
Van Wilder: Party Liaison ,Comedy,2002,6.4,6,Germany,6000000,21005329,Walt Becker,
The Wrestler ,Drama,2008,7.9,8,USA,6000000,26236603,Darren Aronofsky,
Duel in the Sun ,Drama,1946,6.9,7,USA,8000000,20400000,King Vidor,
Best in Show ,Comedy,2000,7.5,8,USA,6000000,18621249,Christopher Guest,
Escape from New York ,Action,1981,7.2,7,UK,6000000,25244700,John Carpenter,
School Daze ,Comedy,1988,5.8,6,USA,6500000,14545844,Spike Lee,
Daddy Day Camp ,Comedy,2007,2.9,3,USA,6000000,13235267,Fred Savage,
Mystic Pizza ,Comedy,1988,6.2,6,USA,6000000,12793213,Donald Petrie,
Sliding Doors ,Comedy,1998,6.8,7,UK,9000000,11883495,Peter Howitt,
Tales from the Hood ,Comedy,1995,6.1,6,USA,6000000,11797927,Rusty Cundieff,
The Last King of Scotland ,Biography,2006,7.7,8,UK,6000000,17605861,Kevin Macdonald,
Halloween 5 ,Horror,1989,5.2,5,USA,3000000,11642254,Dominique Othenin-Girard,
Bernie ,Comedy,2011,6.8,7,USA,5000000,9203192,Richard Linklater,
Dolphins and Whales 3D: Tribes of the Ocean ,Adventure,2008,6.5,7,UK,6000000,7518876,Jean-Jacques Mantello,
Pollock ,Biography,2000,7,7,USA,6000000,8596914,Ed Harris,
200 Cigarettes ,Comedy,1999,5.9,6,USA,6000000,6851636,Risa Bramon Garcia,
The Words ,Drama,2012,7.1,7,USA,6000000,11434867,Brian Klugman,
Casa de mi Padre ,Comedy,2012,5.5,6,USA,6000000,5895238,Matt Piedmont,
City Island ,Comedy,2009,7.4,7,USA,6000000,6670712,Raymond De Felitta,
The Guard ,Comedy,2011,7.3,7,Ireland,6000000,5359774,John Michael McDonagh,
College ,Comedy,2008,4.6,5,USA,6500000,4693919,Deb Hagan,
The Virgin Suicides ,Drama,1999,7.2,7,USA,6000000,4859475,Sofia Coppola,
Miss March ,Comedy,2009,5.1,5,USA,6000000,4542775,Zach Cregger,
Wish I Was Here ,Comedy,2014,6.7,7,USA,6000000,3588432,Zach Braff,
Simply Irresistible ,Comedy,1999,5.3,5,Germany,6000000,4394936,Mark Tarlov,
Hedwig and the Angry Inch ,Comedy,2001,7.8,8,USA,6000000,3029081,John Cameron Mitchell,
Only the Strong ,Action,1993,6.7,7,USA,6000000,3273588,Sheldon Lettich,
Shattered Glass ,Drama,2003,7.2,7,USA,6000000,2207975,Billy Ray,
Novocaine ,Comedy,2001,5.8,6,USA,6000000,2025238,David Atkins,
The Wackness ,Comedy,2008,7,7,USA,6000000,2077046,Jonathan Levine,
Beastmaster 2: Through the Portal of Time ,Action,1991,3.8,4,USA,6000000,869325,Sylvio Tabet,
The 5th Quarter ,Biography,2010,5.7,6,USA,6000000,399611,Rick Bieber,
The Greatest ,Drama,2009,6.7,7,USA,6000000,115862,Shana Feste,
Snow Flower and the Secret Fan ,Drama,2011,6.1,6,China,6000000,1346503,Wayne Wang,
Come Early Morning ,Drama,2006,6.2,6,USA,6000000,117560,Joey Lauren Adams,
Lucky Break ,Comedy,2001,6.2,6,UK,6000000,54606,Peter Cattaneo,
"Surfer, Dude ",Comedy,2008,4.7,5,USA,6000000,36497,S.R. Bindler,
Deadfall ,Crime,2012,6.3,6,USA,12000000,65804,Stefan Ruzowitzky,
L'auberge espagnole ,Comedy,2002,7.3,7,France,5300000,3895664,Cédric Klapisch,
Song One ,Drama,2014,5.8,6,USA,6000000,20200,Kate Barker-Froyland,
Murder by Numbers ,Crime,2002,6.1,6,USA,50000000,31874869,Barbet Schroeder,
Winter in Wartime ,Drama,2008,7.1,7,Netherlands,4000000,542860,Martin Koolhoven,
The Protector ,Action,2005,7.1,7,Thailand,200000000,11905519,Prachya Pinkaew,
Bend It Like Beckham ,Comedy,2002,6.7,7,UK,3500159,32541719,Gurinder Chadha,
Sunshine State ,Drama,2002,6.9,7,USA,5600000,3064356,John Sayles,
Crossover ,Action,2006,2.1,2,USA,5600000,7009668,Preston A. Whitmore II,
[Rec] 2 ,Horror,2009,6.6,7,Spain,5600000,27024,Jaume Balagueró,
The Sting ,Comedy,1973,8.3,8,USA,5500000,159600000,George Roy Hill,
Chariots of Fire ,Biography,1981,7.2,7,UK,5500000,58800000,Hugh Hudson,
Diary of a Mad Black Woman ,Comedy,2005,5.6,6,USA,5500000,50382128,Darren Grant,
Shine ,Biography,1996,7.7,8,Australia,5500000,35811509,Scott Hicks,
Don Jon ,Comedy,2013,6.6,7,USA,3000000,24475193,Joseph Gordon-Levitt,
Ghost World ,Comedy,2001,7.4,7,USA,7000000,6200756,Terry Zwigoff,
Iris ,Biography,2001,7.1,7,UK,5500000,1292119,Richard Eyre,
The Chorus ,Drama,2004,7.9,8,France,5500000,3629758,Christophe Barratier,
Mambo Italiano ,Comedy,2003,6.7,7,Canada,5000000,6239558,Émile Gaudreault,
Wonderland ,Crime,2003,6.6,7,USA,5000000,1056102,James Cox,
Do the Right Thing ,Drama,1989,7.9,8,USA,6500000,27545445,Spike Lee,
Harvard Man ,Comedy,2001,4.9,5,USA,5500000,56007,James Toback,
Le Havre ,Comedy,2011,7.2,7,Finland,3850000,611709,Aki Kaurismäki,
R100 ,Comedy,2013,6.1,6,Japan,5500000,22770,Hitoshi Matsumoto,
Salvation Boulevard ,Action,2011,5.3,5,USA,9000000,27445,George Ratliff,
The Ten ,Comedy,2007,5,5,USA,5250000,766487,David Wain,
Headhunters ,Crime,2011,7.6,8,Norway,30300000,1196752,Morten Tyldum,
Saint Ralph ,Comedy,2004,7.6,8,Canada,6000000,795126,Michael McGowan,
Insidious: Chapter 2 ,Fantasy,2013,6.6,7,USA,5000000,83574831,James Wan,0
Saw II ,Horror,2005,6.6,7,USA,4000000,87025093,Darren Lynn Bousman,
10 Cloverfield Lane ,Drama,2016,7.3,7,USA,15000000,71897215,Dan Trachtenberg,
Jackass: The Movie ,Comedy,2002,6.6,7,USA,5000000,64267897,Jeff Tremaine,
Lights Out ,Horror,2016,6.9,7,USA,4900000,56536016,David F. Sandberg,
Paranormal Activity 3 ,Horror,2011,5.8,6,USA,5000000,104007828,Henry Joost,
Ouija ,Fantasy,2014,4.4,4,USA,5000000,50820940,Stiles White,0
A Nightmare on Elm Street 3: Dream Warriors ,Action,1987,6.6,7,USA,4500000,44793200,Chuck Russell,
The Gift ,Mystery,2015,7.1,7,USA,5000000,43771291,Joel Edgerton,0
Instructions Not Included ,Comedy,2013,7.6,8,Mexico,5000000,44456509,Eugenio Derbez,
Paranormal Activity 4 ,Horror,2012,4.6,5,USA,5000000,53884821,Henry Joost,
The Robe ,Drama,1953,6.8,7,USA,5000000,36000000,Henry Koster,
Freddy's Dead: The Final Nightmare ,Comedy,1991,4.9,5,USA,8500000,34872293,Rachel Talalay,
Monster ,Biography,2003,7.3,7,USA,4500000,34468224,Patty Jenkins,
Paranormal Activity: The Marked Ones ,Fantasy,2014,5,5,USA,5000000,32453345,Christopher Landon,0
Dallas Buyers Club ,Biography,2013,8,8,USA,5000000,27296514,Jean-Marc Vallée,
The Lazarus Effect ,Horror,2015,5.2,5,USA,3300000,25799043,David Gelb,
Memento ,Mystery,2000,8.5,9,USA,9000000,25530884,Christopher Nolan,0
Oculus ,Horror,2013,6.5,7,USA,5000000,27689474,Mike Flanagan,
Clerks II ,Comedy,2006,7.4,7,USA,5000000,24138847,Kevin Smith,
Billy Elliot ,Drama,2000,7.7,8,UK,5000000,21994911,Stephen Daldry,
The Way Way Back ,Comedy,2013,7.4,7,USA,5000000,21501098,Nat Faxon,
House Party 2 ,Comedy,1991,5.1,5,USA,5000000,19281235,George Jackson,
Doug's 1st Movie ,Animation,1999,5,5,USA,5000000,19421271,Maurice Joyce,
The Apostle ,Drama,1997,7.2,7,USA,5000000,20733485,Robert Duvall,
Our Idiot Brother ,Comedy,2011,6.4,6,USA,5000000,24809547,Jesse Peretz,
The Players Club ,Comedy,1998,5.6,6,USA,4500000,23031390,Ice Cube,
O ,Drama,2001,6.2,6,USA,5000000,16017403,Tim Blake Nelson,
"As Above, So Below ",Horror,2014,6.1,6,USA,5000000,21197315,John Erick Dowdle,
Addicted ,Drama,2014,5.2,5,USA,5000000,17382982,Bille Woodruff,
Eve's Bayou ,Drama,1997,7.3,7,USA,6000000,14821531,Kasi Lemmons,
Still Alice ,Drama,2014,7.5,8,USA,5000000,18656400,Richard Glatzer,
Friday the 13th Part VIII: Jason Takes Manhattan ,Adventure,1989,4.5,5,USA,5000000,14343976,Rob Hedden,
My Big Fat Greek Wedding ,Comedy,2002,6.6,7,USA,5000000,241437427,Joel Zwick,
Spring Breakers ,Crime,2012,5.3,5,USA,5000000,14123773,Harmony Korine,
Halloween: The Curse of Michael Myers ,Horror,1995,4.9,5,USA,5000000,15126948,Joe Chappelle,
Y Tu Mamá También ,Adventure,2001,7.7,8,Mexico,2000000,13622333,Alfonso Cuarón,
Shaun of the Dead ,Comedy,2004,8,8,UK,4000000,13464388,Edgar Wright,
The Haunting of Molly Hartley ,Drama,2008,3.8,4,USA,5000000,13350177,Mickey Liddell,
Lone Star ,Drama,1996,7.6,8,USA,5000000,13269963,John Sayles,
Halloween 4: The Return of Michael Myers ,Horror,1988,5.9,6,USA,5000000,17768000,Dwight H. Little,
April Fool's Day ,Horror,1986,6.2,6,USA,5000000,12947763,Fred Walton,
Diner ,Comedy,1982,7.2,7,USA,5000000,14100000,Barry Levinson,
Lone Wolf McQuade ,Action,1983,6.3,6,USA,5000000,12200000,Steve Carver,
Apollo 18 ,Horror,2011,5.2,5,USA,5000000,17683670,Gonzalo López-Gallego,
Sunshine Cleaning ,Comedy,2008,6.9,7,USA,8000000,12055108,Christine Jeffs,
No Escape ,Action,2015,6.8,7,USA,5000000,27285953,John Erick Dowdle,
Fifty Shades of Black ,Comedy,2016,3.5,4,USA,5000000,11675178,Michael Tiddes,
Not Easily Broken ,Drama,2009,6.1,6,USA,8000000,10572742,Bill Duke,
The Perfect Match ,Comedy,2016,4.5,5,USA,5000000,9658370,Bille Woodruff,
Digimon: The Movie ,Action,2000,5.9,6,USA,5000000,9628751,Mamoru Hosoda,
Saved! ,Comedy,2004,6.9,7,USA,5000000,8786715,Brian Dannelly,
The Barbarian Invasions ,Comedy,2003,7.7,8,Canada,6000000,3432342,Denys Arcand,
The Forsaken ,Horror,2001,5.3,5,USA,5000000,6755271,J.S. Cardone,
UHF ,Comedy,1989,7,7,USA,5000000,6157157,Jay Levey,
Slums of Beverly Hills ,Comedy,1998,6.6,7,USA,5000000,5480318,Tamara Jenkins,
Made ,Comedy,2001,6.4,6,USA,5000000,5308707,Jon Favreau,
Moon ,Drama,2009,7.9,8,UK,5000000,5009677,Duncan Jones,
Sea Rex 3D: Journey to a Prehistoric World ,Documentary,2010,6.9,7,UK,5000000,4074023,Ronan Chapalain,0
The Sweet Hereafter ,Drama,1997,7.7,8,Canada,5000000,4306697,Atom Egoyan,
Of Gods and Men ,Drama,2010,7.2,7,France,4000000,3950029,Xavier Beauvois,
Bottle Shock ,Comedy,2008,6.8,7,USA,5000000,4040588,Randall Miller,
Heavenly Creatures ,Biography,1994,7.4,7,New Zealand,5000000,3049135,Peter Jackson,
90 Minutes in Heaven ,Drama,2015,4.6,5,USA,5000000,4700361,Michael Polish,
Everything Must Go ,Comedy,2010,6.4,6,USA,5000000,2711210,Dan Rush,
Zero Effect ,Comedy,1998,7,7,USA,5000000,1980338,Jake Kasdan,
The Machinist ,Drama,2004,7.7,8,Spain,5000000,1082044,Brad Anderson,
Light Sleeper ,Crime,1992,6.8,7,USA,5000000,1100000,Paul Schrader,
Kill the Messenger ,Biography,2014,7,7,USA,5000000,2445646,Michael Cuesta,
Rabbit Hole ,Drama,2010,7,7,USA,5000000,2221809,John Cameron Mitchell,
Party Monster ,Biography,2003,6.3,6,USA,5000000,296665,Fenton Bailey,
Green Room ,Crime,2015,7.1,7,USA,5000000,3219029,Jeremy Saulnier,
Atlas Shrugged: Who Is John Galt? ,Drama,2014,4.4,4,USA,5000000,830210,James Manera,
Bottle Rocket ,Comedy,1996,7.1,7,USA,7000000,1040879,Wes Anderson,
Albino Alligator ,Crime,1996,6.1,6,USA,5000000,326308,Kevin Spacey,
"Lovely, Still ",Drama,2008,7.3,7,USA,5000000,124720,Nicholas Fackler,
Desert Blue ,Drama,1998,6.2,6,USA,2000000,99147,Morgan J. Freeman,
The Visit ,Horror,2015,6.2,6,USA,5000000,65069140,M. Night Shyamalan,
Redacted ,Crime,2007,6.2,6,USA,5000000,65087,Brian De Palma,
Fascination ,Mystery,2004,3.3,3,Germany,5000000,16066,Klaus Menzel,0
Rudderless ,Comedy,2014,7.5,8,USA,5000000,37440,William H. Macy,
I Served the King of England ,Comedy,2006,7.4,7,Czech Republic,84450000,617228,Jirí Menzel,
Soul Kitchen ,Comedy,2009,7.3,7,Germany,4000000,274385,Fatih Akin,
Sling Blade ,Drama,1996,8,8,USA,890000,24475416,Billy Bob Thornton,
Hostel ,Horror,2005,5.9,6,USA,4800000,47277326,Eli Roth,
Tristram Shandy: A Cock and Bull Story ,Comedy,2005,6.8,7,UK,2800000,1247453,Michael Winterbottom,
Take Shelter ,Drama,2011,7.4,7,USA,5000000,1729969,Jeff Nichols,
Lady in White ,Fantasy,1988,6.7,7,USA,4700000,1705139,Frank LaLoggia,0
The Texas Chainsaw Massacre 2 ,Comedy,1986,5.5,6,USA,4700000,8025872,Tobe Hooper,
Only God Forgives ,Crime,2013,5.7,6,Denmark,4800000,778565,Nicolas Winding Refn,
The Names of Love ,Comedy,2010,7.2,7,France,4600000,513836,Michel Leclerc,
Savage Grace ,Drama,2007,5.9,6,Spain,4600000,434417,Tom Kalin,
Police Academy ,Comedy,1984,6.7,7,USA,4500000,81200000,Hugh Wilson,
Four Weddings and a Funeral ,Comedy,1994,7.1,7,UK,4500000,52700832,Mike Newell,
25th Hour ,Drama,2002,7.7,8,USA,15000000,13060843,Spike Lee,
Bound ,Crime,1996,7.4,7,USA,4500000,3798532,Lana Wachowski,
Requiem for a Dream ,Drama,2000,8.4,8,USA,4500000,3609278,Darren Aronofsky,
Tango ,Drama,1998,7.2,7,Spain,700000000,1687311,Carlos Saura,
Moms' Night Out ,Comedy,2014,5.4,5,USA,5000000,10429707,Andrew Erwin,
Donnie Darko ,Drama,2001,8.1,8,USA,4500000,727883,Richard Kelly,
Character ,Crime,1997,7.8,8,Netherlands,4500000,713413,Mike van Diem,
Spun ,Comedy,2002,6.8,7,USA,2000000,410241,Jonas Åkerlund,
Mean Machine ,Comedy,2001,6.5,7,UK,2500000,92191,Barry Skolnick,
Exiled ,Action,2006,7.3,7,Hong Kong,35000000,49413,Johnnie To,
After.Life ,Drama,2009,5.9,6,USA,4500000,108229,Agnieszka Wojtowicz-Vosloo,
One Flew Over the Cuckoo's Nest ,Drama,1975,8.7,9,USA,4400000,112000000,Milos Forman,
Falcon Rising ,Action,2014,5.8,6,USA,4500000,8691,Ernie Barbarash,
The Sweeney ,Action,2012,6.1,6,UK,3000000,26345,Nick Love,
Whale Rider ,Drama,2002,7.6,8,New Zealand,6000000,20772796,Niki Caro,
Paa ,Comedy,2009,7.2,7,India,150000000,199228,R. Balki,
Pan ,Adventure,2015,5.8,6,USA,150000000,34964818,Joe Wright,
Night Watch ,Fantasy,2004,6.5,7,Russia,4200000,1487477,Timur Bekmambetov,0
The Crying Game ,Crime,1992,7.3,7,UK,2300000,62549000,Neil Jordan,
Porky's ,Comedy,1981,6.2,6,Canada,4000000,105500000,Bob Clark,
Survival of the Dead ,Horror,2009,5,5,USA,4000000,101055,George A. Romero,
Lost in Translation ,Drama,2003,7.8,8,USA,4000000,44566004,Sofia Coppola,
Annie Hall ,Comedy,1977,8.1,8,USA,4000000,39200000,Woody Allen,
The Greatest Show on Earth ,Drama,1952,6.7,7,USA,4000000,36000000,Cecil B. DeMille,
Exodus: Gods and Kings ,Action,2014,6.1,6,UK,140000000,65007045,Ridley Scott,
Monster's Ball ,Drama,2001,7.1,7,USA,4000000,31252964,Marc Forster,
Maggie ,Drama,2015,5.6,6,USA,8500000,131175,Henry Hobson,
Leaving Las Vegas ,Drama,1995,7.6,8,USA,3600000,31968347,Mike Figgis,
The Boy Next Door ,Mystery,2015,4.6,5,USA,4000000,35385560,Rob Cohen,0
The Kids Are All Right ,Comedy,2010,7.1,7,USA,3500000,20803237,Lisa Cholodenko,
